fecha,SF17908,SF17886,SF17887,SF17888,SF17889,SF17892,SF17893,SF17894,SF17895,SF17898,SF17899,SF17900,SF17901
2008-07-01,10.2155,10.2104,10.2117,10.2096,10.2109,10.2125,10.2138,10.2061,10.2074,10.2145,10.2158,10.2081,10.2095
2008-08-01,10.1095,10.1044,10.1058,10.1058,10.1071,10.1068,10.1082,10.1071,10.1085,10.1091,10.1104,10.1094,10.1107
2008-09-01,10.6437,10.6247,10.6267,10.6401,10.6431,10.6267,10.6287,10.6489,10.6519,10.6286,10.6306,10.651,10.654
2008-10-01,12.6314,12.5881,12.5993,12.629,12.6407,12.5921,12.6033,12.6193,12.6312,12.5961,12.6073,12.6233,12.6352
2008-11-01,13.114,13.0571,13.0659,13.1094,13.1225,13.0627,13.0714,13.1008,13.1146,13.0682,13.0769,13.1063,13.1201
2008-12-01,13.4226,13.418,13.4273,13.4123,13.4214,13.4231,13.4324,13.4202,13.4293,13.4286,13.4379,13.4257,13.4348
2009-01-01,13.8921,13.8784,13.8869,13.8786,13.8869,13.8845,13.8929,13.8768,13.8851,13.8893,13.8977,13.8815,13.8899
2009-02-01,14.5966,14.5646,14.5721,14.5908,14.5999,14.5698,14.5774,14.6023,14.6114,14.5738,14.5813,14.6063,14.6154
2009-03-01,14.6695,14.6499,14.6575,14.6534,14.6618,14.6545,14.6621,14.6552,14.6637,14.6592,14.6667,14.6599,14.6683
2009-04-01,13.4367,13.4452,13.4502,13.4195,13.4261,13.4501,13.4551,13.4295,13.4361,13.4548,13.4598,13.4342,13.4408
2009-05-01,13.1621,13.1509,13.1572,13.1495,13.1559,13.154,13.1603,13.1593,13.1658,13.1572,13.1635,13.1625,13.169
2009-06-01,13.3418,13.3291,13.3347,13.3405,13.3454,13.332,13.3376,13.3341,13.339,13.3347,13.3403,13.337,13.3419
2009-07-01,13.3654,13.3515,13.3568,13.3529,13.3586,13.3541,13.3594,13.3712,13.377,13.3574,13.3626,13.3743,13.38
2009-08-01,13.008,13.0032,13.0076,13.0031,13.0073,13.0055,13.0099,13.0123,13.0166,13.0075,13.0119,13.0144,13.0186
2009-09-01,13.4212,13.4099,13.4144,13.4114,13.4164,13.4124,13.4169,13.4209,13.4259,13.4148,13.4193,13.4233,13.4284
2009-10-01,13.2257,13.2162,13.2205,13.2316,13.2365,13.2187,13.223,13.2263,13.2312,13.2213,13.2256,13.2289,13.2338
2009-11-01,13.1094,13.0986,13.1029,13.1046,13.1095,13.1011,13.1054,13.098,13.1029,13.1038,13.1081,13.1008,13.1056
2009-12-01,12.8631,12.8473,12.8517,12.8568,12.8614,12.8497,12.8541,12.8495,12.8542,12.8532,12.8575,12.8524,12.857
2010-01-01,12.8019,12.801,12.8046,12.804,12.808,12.8034,12.807,12.8082,12.8122,12.8058,12.8094,12.8106,12.8146
2010-02-01,12.9424,12.9407,12.9447,12.9278,12.9317,12.943,12.947,12.9333,12.9371,12.9453,12.9493,12.9356,12.9395
2010-03-01,12.5737,12.5664,12.5687,12.5645,12.5671,12.5688,12.5711,12.5643,12.567,12.5712,12.5735,12.5668,12.5694
2010-04-01,12.2302,12.2234,12.2257,12.2206,12.223,12.2254,12.2277,12.2215,12.2238,12.2275,12.2298,12.2236,12.2259
2010-05-01,12.7428,12.7251,12.7291,12.7478,12.7526,12.7274,12.7313,12.7472,12.752,12.7296,12.7336,12.7494,12.7542
2010-06-01,12.7193,12.718,12.7217,12.7224,12.7262,12.7201,12.7238,12.7244,12.7281,12.7222,12.7258,12.7265,12.7302
2010-07-01,12.8189,12.8106,12.8137,12.8162,12.8195,12.8128,12.816,12.8169,12.8203,12.8147,12.8179,12.8192,12.8226
2010-08-01,12.7695,12.7656,12.7681,12.7698,12.7723,12.7675,12.7699,12.7724,12.7749,12.7695,12.7719,12.7744,12.7769
2010-09-01,12.7997,12.7948,12.7976,12.7961,12.799,12.7972,12.7999,12.8009,12.8038,12.7992,12.802,12.8034,12.8063
2010-10-01,12.4374,12.4309,12.4335,12.4371,12.4396,12.4331,12.4356,12.439,12.4415,12.4353,12.4378,12.4413,12.4439
2010-11-01,12.3391,12.3246,12.3272,12.3291,12.3316,12.3272,12.3297,12.3315,12.3341,12.3303,12.3329,12.3347,12.3373
2010-12-01,12.3885,12.3763,12.3789,12.3893,12.3922,12.3782,12.3808,12.3908,12.3937,12.3804,12.3829,12.3931,12.396
2011-01-01,12.1258,12.1179,12.1204,12.1196,12.1222,12.1201,12.1225,12.1224,12.1251,12.1221,12.1245,12.1246,12.1272
2011-02-01,12.0703,12.0639,12.0663,12.0625,12.0644,12.0662,12.0686,12.0654,12.0674,12.0684,12.0708,12.0677,12.0696
2011-03-01,11.9992,11.9944,11.9963,11.9916,11.9935,11.9966,11.9984,11.9931,11.9951,11.9986,12.0005,11.9953,11.9973
2011-04-01,11.7184,11.7136,11.7154,11.7006,11.7022,11.7159,11.7177,11.7031,11.7048,11.7179,11.7197,11.7054,11.7071
2011-05-01,11.6533,11.6437,11.6454,11.6458,11.6478,11.6457,11.6474,11.6471,11.649,11.6476,11.6493,11.6491,11.6511
2011-06-01,11.806,11.8053,11.807,11.8016,11.8033,11.8071,11.8088,11.8033,11.805,11.8089,11.8107,11.8051,11.8068
2011-07-01,11.6726,11.6708,11.6725,11.6649,11.6669,11.6721,11.6738,11.6665,11.6684,11.6736,11.6752,11.6679,11.6699
2011-08-01,12.2319,12.22,12.2226,12.2318,12.2348,12.2216,12.2242,12.2355,12.2385,12.2232,12.2258,12.2372,12.2402
2011-09-01,13.0445,13.0333,13.0373,13.0625,13.0664,13.0367,13.0407,13.0615,13.0654,13.039,13.043,13.0642,13.0681
2011-10-01,13.435,13.4336,13.4378,13.4403,13.4446,13.4351,13.4394,13.4362,13.4405,13.4374,13.4416,13.4385,13.4427
2011-11-01,13.6993,13.6853,13.6899,13.7073,13.7128,13.6884,13.6931,13.7121,13.7175,13.6908,13.6955,13.7151,13.7205
2011-12-01,13.7689,13.7451,13.7494,13.7747,13.7792,13.7477,13.752,13.7774,13.7818,13.7499,13.7542,13.7799,13.7843
2012-01-01,13.4178,13.4141,13.4181,13.3955,13.3991,13.4161,13.4201,13.3983,13.4019,13.4184,13.4224,13.4006,13.4042
2012-02-01,12.7831,12.7824,12.7857,12.7872,12.7901,12.7841,12.7874,12.7883,12.7912,12.7858,12.7891,12.7903,12.7932
2012-03-01,12.7567,12.7533,12.756,12.7384,12.7415,12.7551,12.7578,12.7406,12.7437,12.7572,12.7599,12.7428,12.7459
2012-04-01,13.0697,13.0625,13.0653,13.0597,13.0624,13.0652,13.068,13.0626,13.0654,13.0675,13.0703,13.0649,13.0677
2012-05-01,13.6634,13.6428,13.6458,13.6638,13.667,13.6454,13.6484,13.6662,13.6695,13.6476,13.6506,13.6687,13.6719
2012-06-01,13.9192,13.9119,13.9152,13.9025,13.9058,13.9143,13.9176,13.9059,13.9093,13.9161,13.9194,13.9078,13.9112
2012-07-01,13.3661,13.3542,13.3575,13.3584,13.3616,13.3561,13.3593,13.3579,13.3611,13.3579,13.3611,13.3597,13.3629
2012-08-01,13.1845,13.1857,13.1887,13.1762,13.1788,13.1887,13.1918,13.1796,13.1823,13.1905,13.1936,13.1815,13.1841
2012-09-01,12.9394,12.9392,12.9419,12.9233,12.9256,12.9415,12.9442,12.9283,12.9306,12.9435,12.9462,12.9303,12.9327
2012-10-01,12.891,12.8777,12.88,12.8927,12.8951,12.8802,12.8825,12.8954,12.8979,12.8827,12.885,12.8982,12.9006
2012-11-01,13.0746,13.0619,13.0645,13.0603,13.0628,13.0671,13.0697,13.065,13.0675,13.0698,13.0723,13.0683,13.0713
2012-12-01,12.8705,12.8643,12.8668,12.8646,12.867,12.8673,12.8698,12.8681,12.8705,12.8694,12.872,12.8705,12.8729
2013-01-01,12.699,12.6901,12.6923,12.6884,12.6907,12.6925,12.6947,12.6914,12.6937,12.6946,12.6969,12.6937,12.696
2013-02-01,12.7229,12.713,12.7151,12.7105,12.7127,12.7164,12.7185,12.7137,12.7159,12.7189,12.7211,12.7164,12.7186
2013-03-01,12.5247,12.5228,12.5247,12.5128,12.5146,12.5258,12.5277,12.516,12.5178,12.5282,12.53,12.5186,12.5204
2013-04-01,12.205,12.1966,12.1987,11.747,12.2033,12.1989,12.201,12.2039,12.2059,12.2006,12.2026,12.2057,12.2078
2013-05-01,12.3115,12.3017,12.3042,12.3095,12.3118,12.3048,12.3072,12.3129,12.3152,12.3065,12.309,12.3151,12.3174
2013-06-01,12.9596,12.9491,12.9523,12.9488,12.952,12.9531,12.9563,12.9519,12.9551,12.9558,12.959,12.9547,12.9579
2013-07-01,12.7659,12.2575,12.261,12.2549,12.2586,12.6356,12.6392,12.6326,12.6363,12.7628,12.7663,12.76,12.7637
2013-08-01,12.9178,12.9116,12.9151,12.9219,12.9255,12.9144,12.9179,12.9246,12.9282,12.9164,12.92,12.9268,12.9304
2013-09-01,13.0759,13.0632,13.0667,13.0631,13.0663,13.0653,13.0688,13.0666,13.0698,13.0673,13.0707,13.0686,13.0718
2013-10-01,12.9992,12.9949,12.998,12.99,12.9931,12.9979,13.001,12.9928,12.9959,13.0002,13.0033,12.9951,12.9982
2013-11-01,13.0796,13.0722,13.076,13.074,13.0778,13.0755,13.0793,13.0768,13.0806,13.0781,13.0819,13.0794,13.0832
2013-12-01,13.0076,12.9972,13.0011,13.0007,13.0046,12.9997,13.0036,13.0021,13.006,13.0017,13.0056,13.0044,13.0083
2014-01-01,13.223,13.2095,13.2131,13.2129,13.2164,13.2125,13.2161,13.2152,13.2187,13.2144,13.2181,13.2172,13.2207
2014-02-01,13.2808,13.278,13.2815,13.2696,13.273,13.2807,13.2842,13.2733,13.2767,13.2825,13.286,13.275,13.2784
2014-03-01,13.1951,13.1877,13.191,13.196,13.1992,13.1898,13.1931,13.1984,13.2016,13.1917,13.1949,13.2004,13.2036
2014-04-01,13.0708,12.8175,12.8202,12.8132,12.8159,12.9427,12.9454,12.9383,12.941,13.0666,13.0693,13.0623,13.065
2014-05-01,12.9247,12.919,12.9216,12.9163,12.919,12.922,12.9247,12.9194,12.9222,12.924,12.9267,12.9215,12.9242
2014-06-01,12.9958,12.9858,12.9882,12.9869,12.9893,12.9883,12.9907,12.9902,12.9927,12.99,12.9924,12.9921,12.9945
2014-07-01,12.9904,12.9855,12.9876,12.9833,12.9854,12.9872,12.9892,12.9854,12.9875,12.989,12.9911,12.9873,12.9894
2014-08-01,13.1406,13.1301,13.1322,13.1389,13.1411,13.1324,13.1345,13.1414,13.1436,13.134,13.1361,13.143,13.1452
2014-09-01,13.2352,13.2276,13.2296,13.2335,13.2355,13.2299,13.2319,13.2358,13.2378,13.232,13.234,13.2378,13.2398
2014-10-01,13.4763,13.0242,13.0265,13.0304,13.0326,13.2482,13.2505,13.2548,13.2569,13.4718,13.4742,13.4785,13.4807
2014-11-01,13.6216,13.6145,13.6165,13.6214,13.6237,13.6169,13.6189,13.6241,13.6264,13.6189,13.6209,13.6261,13.6284
2014-12-01,14.5129,14.4945,14.4978,14.5124,14.5162,14.4968,14.5001,14.514,14.5178,14.4985,14.5019,14.516,14.5198
2015-01-01,14.6926,14.6833,14.687,14.6859,14.6896,14.6863,14.69,14.6908,14.6946,14.688,14.6917,14.6927,14.6964
2015-02-01,14.9213,14.9225,14.927,14.9077,14.9123,14.9254,14.9298,14.9106,14.9152,14.9285,14.9329,14.9138,14.9184
2015-03-01,15.2283,15.2108,15.2152,15.223,15.2277,15.2143,15.2187,15.2253,15.23,15.2165,15.2209,15.2276,15.2323
2015-04-01,15.2262,15.2167,15.2209,15.2272,15.2314,15.2188,15.223,15.2316,15.2358,15.2209,15.2251,15.2338,15.238
2015-05-01,15.2645,15.2637,15.2675,15.2549,15.2587,15.2665,15.2703,15.257,15.2608,15.2683,15.2721,15.2591,15.2629
2015-06-01,15.483,15.4716,15.4757,15.4759,15.4798,15.4739,15.478,15.4784,15.4823,15.4758,15.4799,15.4803,15.4842
2015-07-01,15.9396,15.6999,15.7036,15.7071,15.7109,15.8158,15.8196,15.8237,15.8275,15.9313,15.9351,15.9392,15.943
2015-08-01,16.5368,16.5598,16.5635,16.5568,16.5608,16.5628,16.5665,16.559,16.563,16.5417,16.5454,16.542,16.5459
2015-09-01,16.8578,16.8409,16.8455,16.8486,16.8533,16.8441,16.8487,16.8522,16.8569,16.8464,16.851,16.8546,16.8593
2015-10-01,16.564,16.565,16.5693,16.5689,16.5731,16.5683,16.5725,16.5744,16.5787,16.5705,16.5747,16.5767,16.581
2015-11-01,16.6357,16.6194,16.6237,16.6265,16.631,16.6232,16.6275,16.6297,16.6342,16.6257,16.6301,16.6323,16.6367
2015-12-01,17.0666,17.0474,17.0521,17.0584,17.0632,17.0507,17.0554,17.0679,17.0727,17.0531,17.0577,17.0703,17.075
2016-01-01,18.0728,18.0299,18.0352,18.09,18.0952,18.0334,18.0386,18.0875,18.0928,18.0362,18.0415,18.0904,18.0956
2016-02-01,18.4731,18.4673,18.473,18.4622,18.468,18.4703,18.476,18.4736,18.4794,18.4727,18.4783,18.4759,18.4817
2016-03-01,17.649,17.6466,17.6515,17.6097,17.6149,17.6501,17.6551,17.6128,17.6179,17.6529,17.6579,17.6156,17.6207
2016-04-01,17.4877,17.4728,17.4781,17.4692,17.4748,17.4773,17.4827,17.474,17.4796,17.4806,17.486,17.4773,17.4829
2016-05-01,18.1542,18.1285,18.134,18.149,18.1541,18.133,18.1385,18.1534,18.1585,18.1361,18.1417,18.1565,18.1616
2016-06-01,18.653,18.3842,18.39,18.6238,18.6288,18.5112,18.5169,18.6273,18.6323,18.637,18.6428,18.6301,18.6351
2016-07-01,18.6014,18.5735,18.5789,18.5799,18.5855,18.5782,18.5835,18.5846,18.5901,18.5812,18.5865,18.5876,18.5932
2016-08-01,18.4749,18.4703,18.4753,18.4809,18.4859,18.4741,18.4791,18.4853,18.4903,18.4768,18.4818,18.488,18.493
2016-09-01,19.1924,19.1895,19.1958,19.1644,19.1705,19.1955,19.2017,19.1725,19.1786,19.1989,19.2052,19.1761,19.1822
2016-10-01,18.8924,18.8685,18.8747,18.8778,18.8839,18.8738,18.88,18.8838,18.8899,18.8779,18.8841,18.8879,18.894
2016-11-01,20.1185,20.1148,20.1224,20.1149,20.1223,20.1228,20.1304,20.1238,20.1311,20.1284,20.136,20.1302,20.1375
2016-12-01,20.5206,20.5033,20.511,20.5125,20.5201,20.5122,20.5199,20.52,20.5277,20.5171,20.5248,20.5249,20.5326
2017-01-01,21.3853,21.3523,21.3627,21.3814,21.3887,21.36,21.3703,21.3865,21.3938,21.3653,21.3756,21.3918,21.3991
2017-02-01,20.2905,20.2704,20.2772,20.2355,20.2423,20.2802,20.287,20.2562,20.2629,20.2868,20.2936,20.2627,20.2695
2017-03-01,19.301,19.2842,19.2908,19.266,19.2726,19.2935,19.3001,19.2751,19.2817,19.2998,19.3064,19.2814,19.288
2017-04-01,18.7875,18.7644,18.7694,18.7576,18.7626,18.7737,18.7787,18.7679,18.7729,18.7807,18.7857,18.7749,18.7799
2017-05-01,18.7557,18.7548,18.7599,18.7405,18.7476,18.763,18.7681,18.7473,18.7543,18.7685,18.7736,18.7528,18.7599
2017-06-01,18.1326,18.1248,18.13,18.1274,18.1326,18.1326,18.1378,18.1315,18.1367,18.138,18.1432,18.1369,18.1421
2017-07-01,17.8283,17.8119,17.8177,17.8016,17.8074,17.8176,17.8234,17.8067,17.8125,17.8222,17.828,17.8113,17.8171
2017-08-01,17.807,17.8019,17.8081,17.7769,17.7831,17.8087,17.8149,17.7842,17.7904,17.8138,17.82,17.7893,17.7955
2017-09-01,17.8357,17.8181,17.8241,17.8189,17.8249,17.8271,17.8331,17.8248,17.8308,17.833,17.839,17.8306,17.8366
2017-10-01,18.8161,18.7909,18.7973,18.8124,18.8189,18.799,18.8054,18.8201,18.8265,18.8051,18.8115,18.8261,18.8325
2017-11-01,18.9158,18.8948,18.9009,18.8949,18.901,18.9056,18.9117,18.9057,18.9119,18.9138,18.9199,18.9139,18.92
2017-12-01,19.1812,19.1541,19.1609,19.1733,19.1801,19.1684,19.1752,19.1876,19.1944,19.1761,19.1829,19.1952,19.202
2018-01-01,18.9074,18.9033,18.9102,18.8904,18.8973,18.9113,18.9182,18.8962,18.9031,18.9165,18.9234,18.9017,18.9085
2018-02-01,18.6449,18.6317,18.6386,18.6186,18.6255,18.6414,18.6483,18.6298,18.6366,18.6475,18.6543,18.6358,18.6427
2018-03-01,18.6308,18.6182,18.6245,18.6098,18.6161,18.6305,18.6367,18.6237,18.6299,18.6373,18.6435,18.6305,18.6367
2018-04-01,18.3872,18.325,18.3644,18.3804,18.3866,18.3329,18.3723,18.3886,18.3948,18.3694,18.3782,18.3941,18.4003
2018-05-01,19.591,19.5669,19.5743,19.5478,19.5552,19.5758,19.5832,19.5539,19.5613,19.5821,19.5895,19.5603,19.5677
2018-06-01,20.3032,20.29,20.2979,20.2836,20.2915,20.2993,20.3071,20.2944,20.3022,20.3053,20.3132,20.3005,20.3083
2018-07-01,19.0095,19.0132,19.0211,18.9865,18.9944,19.0209,19.0288,18.9949,19.0028,19.0263,19.0341,19.0003,19.0082
2018-08-01,18.8575,18.1512,18.1589,18.1432,18.1509,18.505,18.5127,18.4974,18.5051,18.8557,18.8633,18.8483,18.856
2018-09-01,19.0154,19.0113,19.0183,18.9864,18.9934,19.0191,19.0262,18.9953,19.0024,19.0245,19.0316,19.0008,19.0079
2018-10-01,19.1859,19.1459,19.1528,19.1878,19.1947,19.1531,19.16,19.1946,19.2015,19.1585,19.1653,19.2,19.2069
2018-11-01,20.2612,20.2351,20.2427,20.2345,20.2421,20.2474,20.2551,20.247,20.2546,20.2553,20.2629,20.2548,20.2625
2018-12-01,20.1112,20.0997,20.108,20.0854,20.0937,20.1048,20.113,20.0913,20.0996,20.1098,20.1181,20.0964,20.1046
2019-01-01,19.1651,19.1687,19.1754,19.145,19.1517,19.1723,19.1791,19.1487,19.1554,19.1761,19.1829,19.1526,19.1593
2019-02-01,19.2049,19.1873,19.1935,19.1893,19.1955,19.1918,19.1981,19.1928,19.199,19.1962,19.2024,19.1971,19.2034
2019-03-01,19.2477,19.231,19.2369,19.2328,19.2388,19.2358,19.2418,19.2384,19.2444,19.2403,19.2462,19.2429,19.2488
2019-04-01,18.9864,18.9745,18.9802,18.9659,18.9716,18.9793,18.985,18.9697,18.9754,18.984,18.9897,18.9745,18.9802
2019-05-01,19.1197,19.1269,19.1326,19.098,19.1037,19.1316,19.1373,19.1012,19.1069,19.1362,19.1419,19.1058,19.1115
2019-06-01,19.2745,19.2593,19.265,19.2619,19.2676,19.2639,19.2695,19.267,19.2726,19.2685,19.2741,19.2716,19.2772
2019-07-01,19.0534,19.0444,19.0497,19.0397,19.045,19.0488,19.0541,19.0456,19.0509,19.0532,19.0584,19.05,19.0552
2019-08-01,19.685,19.6735,19.6796,19.6849,19.6911,19.6787,19.6848,19.6909,19.6971,19.6836,19.6898,19.6962,19.7023
2019-09-01,19.5865,19.5795,19.5851,19.5774,19.583,19.5845,19.59,19.5809,19.5865,19.5891,19.5946,19.5855,19.5911
2019-10-01,19.3242,19.3207,19.3258,19.3186,19.3237,19.3249,19.3301,19.3226,19.3277,19.3295,19.3346,19.3271,19.3322
2019-11-01,19.3325,19.3099,19.3151,19.3228,19.3279,19.3146,19.3198,19.3282,19.3333,19.3189,19.324,19.3324,19.3376
2019-12-01,19.1071,19.1028,19.1081,19.0933,19.0987,19.1072,19.1125,19.0976,19.1029,19.112,19.1174,19.1024,19.1077
2020-01-01,18.804,18.7937,18.7986,18.7862,18.7912,18.7978,18.8027,18.7895,18.7944,18.8021,18.807,18.7938,18.7987
2020-02-01,18.8443,18.8402,18.8453,18.8271,18.8322,18.8442,18.8494,18.8344,18.8395,18.8483,18.8534,18.8384,18.8436
2020-03-01,22.3784,22.3831,22.4018,22.3329,22.3516,22.3873,22.406,22.3452,22.364,22.3913,22.41,22.3493,22.368
2020-04-01,24.2658,24.2174,24.24,24.2402,24.2628,24.2266,24.2492,24.2501,24.2727,24.2366,24.2592,24.2596,24.2822
2020-05-01,23.423,23.3911,23.4097,23.3868,23.4047,23.3979,23.4165,23.3912,23.4091,23.4048,23.4234,23.3981,23.4159
2020-06-01,22.299,22.2548,22.2692,22.2978,22.3122,22.259,22.2735,22.2955,22.31,22.2633,22.2777,22.2998,22.3142
2020-07-01,22.4033,22.3875,22.3986,22.3749,22.386,22.3917,22.4028,22.3749,22.386,22.396,22.407,22.3791,22.3902
2020-08-01,22.2072,22.1899,22.1994,22.1892,22.1987,22.1939,22.2034,22.1915,22.201,22.1978,22.2073,22.1954,22.2049
2020-09-01,21.681,21.661,21.6699,21.6645,21.6734,21.665,21.6739,21.6728,21.6817,21.6688,21.6777,21.6767,21.6856
2020-10-01,21.2705,21.2618,21.2777,21.2373,21.2532,21.2664,21.2823,21.2436,21.2595,21.2729,21.2888,21.2501,21.266
2020-11-01,20.3819,20.3729,20.3831,20.3404,20.3506,20.3761,20.3864,20.3482,20.3584,20.3794,20.3896,20.3515,20.3617
2020-12-01,19.9651,19.9494,19.9584,19.9505,19.9594,19.9529,19.9619,19.9555,19.9645,19.9565,19.9655,19.9591,19.968
2021-01-01,19.9215,19.9194,19.9292,19.8998,19.9097,19.9226,19.9324,19.9033,19.9132,19.9258,19.9356,19.9065,19.9164
2021-02-01,20.3097,20.3062,20.3156,20.2853,20.2947,20.3103,20.3197,20.2897,20.2991,20.3144,20.3238,20.2938,20.3032
2021-03-01,20.7555,20.7488,20.759,20.7332,20.7434,20.7533,20.7635,20.7411,20.7513,20.7598,20.77,20.7475,20.7577
2021-04-01,20.0153,20.0121,20.0213,20.0196,20.0288,20.0162,20.0254,20.0256,20.0348,20.0202,20.0294,20.0296,20.0388
2021-05-01,19.9631,19.9568,19.965,19.9648,19.973,19.9601,19.9683,19.9677,19.9759,19.9633,19.9715,19.971,19.9791
2021-06-01,20.0301,20.0095,20.0176,20.0145,20.0226,20.0129,20.0211,20.016,20.0242,20.0164,20.0245,20.0195,20.0276
2021-07-01,19.9701,19.9505,19.9587,19.9566,19.9649,19.9543,19.9625,19.96,19.9682,19.9581,19.9664,19.9638,19.972
2021-08-01,20.0761,19.6817,19.689,19.6837,19.691,19.8777,19.885,19.8811,19.8884,20.0736,20.0809,20.0771,20.0844
2021-09-01,20.0487,20.0239,20.031,20.046,20.0531,20.0284,20.0355,20.0506,20.0577,20.0322,20.0392,20.0544,20.0614
2021-10-01,20.4626,20.4514,20.4581,20.4383,20.4449,20.4563,20.463,20.4431,20.4497,20.4605,20.4671,20.4472,20.4539
2021-11-01,20.9004,20.8796,20.8875,,,20.8865,20.8944,,,20.8937,20.9016,,
2021-12-01,20.8918,20.8604,20.8699,,,20.8649,20.8744,,,20.8692,20.8787,,
2022-01-01,20.4978,20.4748,20.4837,,,20.479,20.4879,,,20.4829,20.4919,,
2022-02-01,20.4495,20.4397,20.448,,,20.4444,20.4527,,,20.4491,20.4574,,
2022-03-01,20.5562,20.5356,20.544,,,20.5404,20.5488,,,20.5454,20.5538,,
2022-04-01,20.1088,20.0827,20.0907,,,20.0888,20.0968,,,20.0944,20.1024,,
2022-05-01,20.0305,20.0052,20.013,,,20.0103,20.0181,,,20.0154,20.0231,,
2022-06-01,20.0237,20.0042,20.0119,,,20.0089,20.0167,,,20.0139,20.0216,,
2022-07-01,20.5467,20.5307,20.5394,,,20.5363,20.545,,,20.5415,20.5503,,
2022-08-01,20.1209,20.1121,20.1205,,,20.117,20.1254,,,20.1217,20.1301,,
2022-09-01,20.075,20.0661,20.0742,,,20.0714,20.0795,,,20.0766,20.0847,,
2022-10-01,19.9845,19.9797,19.9867,,,19.9847,19.9917,,,19.9897,19.9968,,
2022-11-01,19.4449,19.4361,19.4421,,,19.4415,19.4475,,,19.4473,19.4533,,
2022-12-01,19.593,19.5743,19.5831,,,19.5809,19.5897,,,19.5866,19.5954,,
2023-01-01,18.9863,18.9841,18.9918,,,18.9887,18.9964,,,18.9933,19.001,,
2023-02-01,18.5986,18.5891,18.5956,,,18.5955,18.602,,,18.6009,18.6074,,
2023-03-01,18.3749,18.3259,18.3744,,,18.3314,18.3799,,,18.3368,18.3853,,
2023-04-01,18.0855,18.0781,18.0843,,,18.0852,18.0915,,,18.0928,18.099,,
2023-05-01,17.7373,17.7342,17.7402,,,17.7396,17.7455,,,17.7449,17.7509,,
2023-06-01,17.2412,17.2397,17.2456,,,17.2449,17.2509,,,17.2498,17.2557,,
2023-07-01,16.9049,16.8899,16.8956,,,16.894,16.8997,,,16.8981,16.9039,,
2023-08-01,16.9766,16.9682,16.9739,,,16.973,16.9788,,,16.9781,16.9839,,
2023-09-01,17.3077,17.3028,17.3089,,,17.3069,17.313,,,17.3108,17.3169,,
2023-10-01,18.0823,18.079,18.0859,,,18.083,18.0899,,,18.087,18.0939,,
2023-11-01,17.3767,17.3683,17.3743,,,17.3725,17.3785,,,17.3766,17.3826,,
2023-12-01,17.186,17.1734,17.1793,,,17.1782,17.1841,,,17.1827,17.1886,,
2024-01-01,17.0873,17.0781,17.0838,,,17.0819,17.0876,,,17.0858,17.0915,,
2024-02-01,17.0898,17.0783,17.0832,,,17.0824,17.0873,,,17.0868,17.0917,,
2024-03-01,16.7918,16.793,16.7975,,,16.7974,16.8019,,,16.8016,16.806,,
2024-04-01,16.8104,16.8134,16.8184,,,16.8171,16.8221,,,16.8205,16.8255,,
2024-05-01,16.7936,16.7887,16.7934,,,16.7926,16.7973,,,16.7965,16.8012,,
2024-06-01,18.2174,18.2174,18.228,,,18.2214,18.2321,,,18.2255,18.2362,,
2024-07-01,18.1117,18.1032,18.1101,,,18.1069,18.1138,,,18.1105,18.1174,,
2024-08-01,19.1515,19.1338,19.1431,,,19.1381,19.1474,,,19.1425,19.1517,,
2024-09-01,19.6316,19.5985,19.6079,,,19.6033,19.6127,,,19.608,19.6174,,
2024-10-01,19.7062,19.6992,19.7083,,,19.7036,19.7127,,,19.7084,19.7175,,
2024-11-01,20.3455,20.3262,20.3368,,,20.3344,20.3449,,,20.3435,20.3541,,
2024-12-01,20.2661,20.251,20.26,,,20.2575,20.2665,,,20.2639,20.2729,,
2025-01-01,20.549,20.4947,20.5532,,,20.4996,20.5581,,,20.5045,20.5629,,
2025-02-01,20.4571,20.4612,20.4687,,,20.4655,20.473,,,20.4698,20.4773,,
2025-03-01,20.2417,20.2402,20.2474,,,20.2444,20.2516,,,20.2484,20.2556,,
2025-04-01,20.0564,20.0438,20.052,,,20.0481,20.0563,,,20.0527,20.0609,,
2025-05-01,19.4355,19.4314,19.4375,,,19.4356,19.4417,,,19.4395,19.4456,,
2025-06-01,19.03,19.0264,19.0354,,,19.0294,19.0384,,,19.0324,19.0414,,
2025-07-01,18.6909,18.6855,18.6909,,,18.6882,18.6937,,,18.6912,18.6966,,
2025-08-01,18.7063,18.6963,18.7016,,,18.6993,18.7046,,,18.7021,18.7074,,
2025-09-01,18.499,18.4859,18.4904,,,18.4886,18.4931,,,18.4915,18.496,,
2025-10-01,18.4296,18.4189,18.4233,,,18.4216,18.426,,,18.4242,18.4287,,
2025-11-01,18.4185,18.4142,18.4189,,,18.4169,18.4217,,,18.4197,18.4244,,
2025-12-01,18.0739,18.0657,18.0704,,,18.0679,18.0726,,,18.0702,18.0749,,
2026-01-01,17.6449,17.6478,17.6523,,,17.6503,17.6548,,,17.6526,17.6571,,
2026-02-01,17.2228,17.2232,17.2281,,,17.2254,17.2303,,,17.2275,17.2325,,
