fecha,SF282,SF3338,SF3270,SF3367,SF17858,SF17859,SF18607,SF17806,SF17807,SF17808,SF46997,SF46998,SF17990,SF18608,SF33229,SF30057,SF41841,SF60719,SF64840,SF18605,SF26717,SF98792,SF33230,SF98793,SF42852,SF221660,SF221661,SF4830,SF4831,SF4832,SF4842,SF17861,SF17862,SF18609,SF18606,SF26718,SF33231,SF221662,SF221663,SF17802,SF17803,SF17804
2024-09-01,10.44,10.58,10.56,10.55,,,,5.88,,5.25,5.25,4.85,9.57,9.5,,9.21,,10.05,,,,,,,0.19,0.2,0.16,10.44,10.57,10.56,10.55,,,,,,,0.2,0.16,5.88,,5.25
2024-10-01,10.24,10.47,10.48,10.35,,,,5.95,,5.41,5.03,5.2,9.75,9.62,,10.06,9.7,10.38,,,,,,,0.17,0.2,0.14,10.24,10.47,10.47,10.35,,,,,,,0.2,0.14,5.95,,5.41
2024-11-01,10.05,10.23,10.33,10.36,,,,6.05,,5.48,5.3,5.48,10.19,9.97,,10.02,10.13,,,,,,,,0.16,0.2,0.14,10.06,10.27,10.32,10.36,,,,,,,0.2,0.14,6.05,,5.48
2024-12-01,9.85,9.83,9.89,9.97,,,,6.11,,5.78,5.55,5.67,9.65,9.75,,10.43,,10.26,,,,,,,0.17,0.19,0.13,9.85,9.83,9.9,9.97,,,,,,,0.19,0.13,6.11,,5.78
2025-01-01,9.86,9.81,9.77,9.89,,,,6.17,,5.45,5.45,5.54,9.76,9.98,,10.33,10.56,,,,,,,,0.17,0.2,0.15,9.86,9.81,9.77,9.89,,,,,,,0.2,0.15,6.17,,5.45
2025-02-01,9.45,9.35,9.3,9.42,,,,5.9,,5.27,5.19,5.21,9.1,9.57,,9.85,,10.32,,,,,,,0.15,0.18,0.13,9.45,9.35,9.32,9.42,,,,,,,0.18,0.13,5.9,,5.27
2025-03-01,9.1,9.02,8.96,9.06,,,,5.64,,4.94,5.05,4.99,8.91,9.19,,,9.96,10.11,,,,,,,0.12,0.17,0.11,9.1,9.03,8.96,9.06,,,,,,,0.17,0.11,5.64,,4.94
2025-04-01,8.81,8.65,8.52,8.58,,,,5.22,,5.0,5.09,5.07,8.58,8.9,,9.26,9.86,10.2,,,,,,,0.13,0.17,0.1,8.81,8.65,8.51,8.58,,,,,,,0.17,0.1,5.22,,5.0
2025-05-01,8.31,8.3,8.21,8.36,,,,5.11,,5.07,5.09,4.92,8.42,8.87,,9.41,,10.01,,,,,,,0.14,0.17,0.09,8.31,8.3,8.21,8.36,,,,,,,0.17,0.09,5.11,,5.07
2025-06-01,8.09,8.03,8.1,8.3,,,,4.57,,4.95,5.03,4.99,8.41,8.74,,9.39,9.95,,,,,,,,0.15,0.17,0.1,8.09,8.03,8.1,8.3,,,,,,,0.17,0.1,4.57,,4.95
2025-07-01,7.67,7.98,8.08,8.29,,,,4.6,,5.0,5.02,4.9,8.39,8.73,,9.47,,9.77,,,,,,,0.16,0.21,0.16,7.67,7.99,8.08,8.29,,,,,,,0.21,0.16,4.6,,5.0
2025-08-01,7.39,7.71,7.82,7.98,,,,4.65,,4.94,4.89,4.81,8.03,8.49,,9.14,9.71,,,,,,,,0.18,0.21,0.18,7.39,7.71,7.82,7.98,,,,,,,0.21,0.18,4.65,,4.94
2025-09-01,7.29,7.56,7.66,7.77,,,,4.33,,4.89,4.75,4.41,,8.28,,8.79,9.17,9.57,,,,,,,0.18,0.2,0.2,7.29,7.56,7.66,7.77,,,,,,,0.2,0.2,4.33,,4.89
2025-10-01,7.25,7.36,7.46,7.51,,,,3.99,,4.59,4.46,4.27,7.8,8.12,,8.71,9.24,9.32,,,,,,,0.2,0.2,0.19,7.25,7.36,7.47,7.51,,,,,,,0.2,0.19,3.99,,4.59
2025-11-01,7.19,7.26,7.39,7.58,,,,4.19,,4.59,4.55,4.72,7.75,8.66,,8.96,,9.4,,,,,,,0.23,0.21,0.2,7.19,7.26,7.39,7.58,,,,,,,0.21,0.2,4.19,,4.59
2025-12-01,7.16,7.23,7.45,7.61,,,,4.35,,4.57,4.67,4.3,7.95,8.82,,9.2,9.27,9.52,,,,,,,0.25,0.21,0.22,7.16,7.23,7.46,7.61,,,,,,,0.21,0.22,4.35,,4.57
2026-01-01,7.0,7.12,7.21,7.48,,,,4.17,,4.36,4.54,4.25,8.23,8.62,,9.21,9.29,,,,,,,,0.24,0.21,0.23,7.01,7.12,7.21,7.48,,,,,,,0.21,0.23,4.17,,4.36
2026-02-01,6.86,7.01,7.1,7.3,,,,3.93,,4.07,4.28,,,8.36,,8.74,9.19,9.29,,,,,,,0.23,0.2,0.23,6.86,7.01,7.1,7.3,,,,,,,0.2,0.23,3.93,,4.07
