fecha,SF282,SF3338,SF3270,SF3367,SF17858,SF17859,SF18607,SF17806,SF17807,SF17808,SF46997,SF46998,SF17990,SF18608,SF33229,SF30057,SF41841,SF60719,SF64840,SF18605,SF26717,SF98792,SF33230,SF98793,SF42852,SF221660,SF221661,SF4830,SF4831,SF4832,SF4842,SF17861,SF17862,SF18609,SF18606,SF26718,SF33231,SF221662,SF221663,SF17802,SF17803,SF17804
1978-01-01,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,
1978-02-01,,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85,,,,,,,,,,,,,
1978-03-01,,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,,,,,,,,,,,,,
1978-04-01,,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64,,,,,,,,,,,,,
1978-05-01,,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58,,,,,,,,,,,,,
1978-06-01,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82,,,,,,,,,,,,,
1978-07-01,,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15,,,,,,,,,,,,,
1978-08-01,,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48,,,,,,,,,,,,,
1978-09-01,,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84,,,,,,,,,,,,,
1978-10-01,,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,
1978-11-01,,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,
1978-12-01,,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,,,,,,,,,,,,,
1979-01-01,,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46,,,,,,,,,,,,,
1979-02-01,,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75,,,,,,,,,,,,,
1979-03-01,,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96,,,,,,,,,,,,,
1979-04-01,,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06,,,,,,,,,,,,,
1979-05-01,,14.34,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34,,,,,,,,,,,,,
1979-06-01,,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49,,,,,,,,,,,,,
1979-07-01,,14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96,,,,,,,,,,,,,
1979-08-01,,15.37,,,,,,,,,,,,,,,,,,,,,,,,,,,15.42,,,,,,,,,,,,,
1979-09-01,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,
1979-10-01,,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02,,,,,,,,,,,,,
1979-11-01,,16.84,,,,,,,,,,,,,,,,,,,,,,,,,,,16.92,,,,,,,,,,,,,
1979-12-01,,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,17.95,,,,,,,,,,,,,
1980-01-01,,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,18.78,,,,,,,,,,,,,
1980-02-01,,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,,,,,,,,,,,,,
1980-03-01,,21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,21.56,,,,,,,,,,,,,
1980-04-01,,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44,,,,,,,,,,,,,
1980-05-01,,22.43,,,,,,,,,,,,,,,,,,,,,,,,,,,22.38,,,,,,,,,,,,,
1980-06-01,,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,21.54,,,,,,,,,,,,,
1980-07-01,,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93,,,,,,,,,,,,,
1980-08-01,,21.54,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65,,,,,,,,,,,,,
1980-09-01,,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,23.34,,,,,,,,,,,,,
1980-10-01,,24.82,,,,,,,,,,,,,,,,,,,,,,,,,,,24.93,,,,,,,,,,,,,
1980-11-01,,25.94,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,,,,,,,,,,,,,
1980-12-01,,27.94,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,,,,,,,,,,,,,
1981-01-01,,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,28.93,,,,,,,,,,,,,
1981-02-01,,28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,28.84,,,,,,,,,,,,,
1981-03-01,,28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69,,,,,,,,,,,,,
1981-04-01,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,28.38,,,,,,,,,,,,,
1981-05-01,,28.12,,,,,,,,,,,,,,,,,,,,,,,,,,,28.11,,,,,,,,,,,,,
1981-06-01,,28.36,,,,,,,,,,,,,,,,,,,,,,,,,,,28.39,,,,,,,,,,,,,
1981-07-01,,30.78,,,,,,,,,,,,,,,,,,,,,,,,,,,30.78,,,,,,,,,,,,,
1981-08-01,,33.65,,,,,,,,,,,,,,,,,,,,,,,,,,,33.64,,,,,,,,,,,,,
1981-09-01,,33.93,,,,,,,,,,,,,,,,,,,,,,,,,,,33.92,,,,,,,,,,,,,
1981-10-01,,33.82,,,,,,,,,,,,,,,,,,,,,,,,,,,33.78,,,,,,,,,,,,,
1981-11-01,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,33.31,,,,,,,,,,,,,
1981-12-01,,33.34,,,,,,,,,,,,,,,,,,,,,,,,,,,33.36,,,,,,,,,,,,,
1982-01-01,,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.25,,,,,,,,,,,,,
1982-02-01,,36.03,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.21,,,,,,,,,,,,,
1982-03-01,,35.28,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.24,,,,,,,,,,,,,
1982-04-01,,37.69,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.63,,,,,,,,,,,,,
1982-05-01,,42.83,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42.89,,,,,,,,,,,,,
1982-06-01,,50.59,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,51.72,,,,,,,,,,,,,
1982-07-01,,53.07,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,,,,,,,,,,,,,
1982-08-01,,55.86,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.15,,,,,,,,,,,,,
1982-09-01,53.32,50.67,,,,,,,,,,,,,,,,,,,,,,,,,,53.32,50.58,,,,,,,,,,,,,
1982-10-01,36.23,43.01,,,,,,,,,,,,,,,,,,,,,,,,,,36.32,42.79,,,,,,,,,,,,,
1982-11-01,38.98,51.68,,,,,,,,,,,,,,,,,,,,,,,,,,39.14,51.48,,,,,,,,,,,,,
1982-12-01,49.1,57.86,,,,,,,,,,,,,,,,,,,,,,,,,,48.74,57.73,,,,,,,,,,,,,
1983-01-01,53.86,59.86,,,,,,,,,,,,,,,,,,,,,,,,,,53.66,59.75,,,,,,,,,,,,,
1983-02-01,56.92,61.49,,,,,,,,,,,,,,,,,,,,,,,,,,56.92,61.57,,,,,,,,,,,,,
1983-03-01,61.95,64.81,,,,,,,,,,,,,,,,,,,,,,,,,,60.99,64.65,,,,,,,,,,,,,
1983-04-01,59.69,63.05,,,,,,,,,,,,,,,,,,,,,,,,,,59.69,63.04,,,,,,,,,,,,,
1983-05-01,60.19,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,60.12,63.53,,,,,,,,,,,,,
1983-06-01,59.18,62.68,,,,,,,,,,,,,,,,,,,,,,,,,,59.17,62.69,,,,,,,,,,,,,
1983-07-01,59.4,61.16,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,61.25,,,,,,,,,,,,,
1983-08-01,,57.97,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,57.98,,,,,,,,,,,,,
1983-09-01,,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.11,,,,,,,,,,,,,
1983-10-01,,54.72,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.75,,,,,,,,,,,,,
1983-11-01,,54.06,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,54.04,,,,,,,,,,,,,
1983-12-01,,53.95,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.96,,,,,,,,,,,,,
1984-01-01,,53.21,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.28,0.0,,,,,,,,,,,,
1984-02-01,,50.92,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,51.06,0.0,,,,,,,,,,,,
1984-03-01,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46.28,0.0,,,,,,,,,,,,
1984-04-01,,46.93,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,46.96,0.0,,,,,,,,,,,,
1984-05-01,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.03,0.0,,,,,,,,,,,,
1984-06-01,,51.16,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,51.18,0.0,,,,,,,,,,,,
1984-07-01,,51.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,51.2,0.0,,,,,,,,,,,,
1984-08-01,,50.73,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.74,0.0,,,,,,,,,,,,
1984-09-01,,49.92,51.16,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.34,51.3,,,,,,,,,,,,
1984-10-01,,47.97,49.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.94,49.77,,,,,,,,,,,,
1984-11-01,,47.94,51.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.04,51.61,,,,,,,,,,,,
1984-12-01,,49.32,50.56,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.29,50.48,,,,,,,,,,,,
1985-01-01,,48.33,51.74,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.31,51.74,,,,,,,,,,,,
1985-02-01,48.26,49.66,51.15,,,,,,,,,,,,,,,,,,,,,,,,,48.26,49.33,51.15,,,,,,,,,,,,
1985-03-01,55.29,57.58,53.35,,,,,,,,,,,,,,,,,,,,,,,,,55.82,58.5,53.35,,,,,,,,,,,,
1985-04-01,57.77,59.3,64.32,,,,,,,,,,,,,,,,,,,,,,,,,56.6,59.15,64.32,,,,,,,,,,,,
1985-05-01,56.08,59.95,63.0,,,,,,,,,,,,,,,,,,,,,,,,,55.05,60.44,63.0,,,,,,,,,,,,
1985-06-01,61.98,64.67,,,,,,,,,,,,,,,,,,,,,,,,,,61.1,66.21,0.0,,,,,,,,,,,,
1985-07-01,65.54,70.91,74.01,,,,,,,,,,,,,,,,,,,,,,,,,67.24,72.5,74.01,,,,,,,,,,,,
1985-08-01,69.31,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,69.46,73.72,0.0,,,,,,,,,,,,
1985-09-01,65.35,69.48,,,,,,,,,,,,,,,,,,,,,,,,,,65.56,69.42,0.0,,,,,,,,,,,,
1985-10-01,61.95,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,62.06,67.11,0.0,,,,,,,,,,,,
1985-11-01,64.31,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,64.15,70.76,0.0,,,,,,,,,,,,
1985-12-01,71.65,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,71.72,74.99,0.0,,,,,,,,,,,,
1986-01-01,72.15,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,72.15,75.31,0.0,,,,,,,,,,,,
1986-02-01,72.49,76.48,,,,,,,,,,,,,,,,,,,,,,,,,,72.47,77.33,0.0,,,,,,,,,,,,
1986-03-01,77.5,79.38,,,,,,,,,,,,,,,,,,,,,,,,,,76.82,79.41,0.0,,,,,,,,,,,,
1986-04-01,80.5,80.86,,,,,,,,,,,,,,,,,,,,,,,,,,80.33,80.91,0.0,,,,,,,,,,,,
1986-05-01,80.5,81.01,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,81.01,0.0,,,,,,,,,,,,
1986-06-01,84.63,85.88,,,,,,,,,,,,,,,,,,,,,,,,,,84.71,85.88,0.0,,,,,,,,,,,,
1986-07-01,90.08,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,90.48,90.51,0.0,,,,,,,,,,,,
1986-08-01,95.17,,,,,,,,,,,,,,,,,,,,,,,,,,,96.52,0.0,0.0,,,,,,,,,,,,
1986-09-01,100.89,,,,,,,,,,,,,,,,,,,,,,,,,,,100.23,0.0,0.0,,,,,,,,,,,,
1986-10-01,99.66,108.08,,,,,,,,,,,,,,,,,,,,,,,,,,99.71,108.24,0.0,,,,,,,,,,,,
1986-11-01,95.61,104.15,,,,,,,,,,,,,,,,,,,,,,,,,,95.74,104.4,0.0,,,,,,,,,,,,
1986-12-01,99.28,105.48,,,,,,,,,,,,,,,,,,,,,,,,,,99.47,105.23,0.0,,,,,,,,,,,,
1987-01-01,96.74,104.96,,,,,,,,,,,,,,,,,,,,,,,,,,96.35,104.99,0.0,,,,,,,,,,,,
1987-02-01,96.71,104.97,,,,,,,,,,,,,,,,,,,,,,,,,,96.69,104.95,0.0,,,,,,,,,,,,
1987-03-01,95.55,101.81,112.43,,,,,,,,,,,,,,,,,,,,,,,,,95.0,101.61,112.59,,,,,,,,,,,,
1987-04-01,92.97,99.55,111.36,,,,,,,,,,,,,,,,,,,,,,,,,93.04,99.64,111.36,,,,,,,,,,,,
1987-05-01,91.5,98.44,110.0,,,,,,,,,,,,,,,,,,,,,,,,,91.47,98.42,110.12,,,,,,,,,,,,
1987-06-01,91.64,98.37,109.57,,,,,,,,,,,,,,,,,,,,,,,,,91.67,98.34,109.56,,,,,,,,,,,,
1987-07-01,91.26,96.14,106.71,,,,,,,,,,,,,,,,,,,,,,,,,91.12,97.27,106.48,,,,,,,,,,,,
1987-08-01,90.22,95.9,106.03,,,,,,,,,,,,,,,,,,,,,,,,,90.32,95.87,106.27,,,,,,,,,,,,
1987-09-01,89.93,95.43,106.92,,,,,,,,,,,,,,,,,,,,,,,,,89.91,95.62,106.8,,,,,,,,,,,,
1987-10-01,90.1,96.46,107.7,,,,,,,,,,,,,,,,,,,,,,,,,89.81,98.25,107.4,,,,,,,,,,,,
1987-11-01,103.91,110.82,122.29,,,,,,,,,,,,,,,,,,,,,,,,,103.71,115.05,134.12,,,,,,,,,,,,
1987-12-01,122.04,131.1,,,,,,,,,,,,,,,,,,,,,,,,,,122.45,135.5,0.0,,,,,,,,,,,,
1988-01-01,157.07,157.63,,,,,,,,,,,,,,,,,,,,,,,,,,157.63,156.15,0.0,,,,,,,,,,,,
1988-02-01,153.52,153.92,,,,,,,,,,,,,,,,,,,,,,,,,,153.57,153.63,0.0,,,,,,,,,,,,
1988-03-01,96.48,77.77,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,79.94,0.0,,,,,,,,,,,,
1988-04-01,63.5,53.82,,,,,,,,,,,,,,,,,,,,,,,,,,63.63,53.81,0.0,,,,,,,,,,,,
1988-05-01,53.12,46.24,37.28,,,,,,,,,,,,,,,,,,,,,,,,,53.98,44.7,37.28,,,,,,,,,,,,
1988-06-01,40.41,33.1,33.27,,,,,,,,,,,,,,,,,,,,,,,,,53.98,33.78,34.74,,,,,,,,,,,,
1988-07-01,40.32,32.45,32.54,,,,,,,,,,,,,,,,,,,,,,,,,40.32,32.45,32.54,,,,,,,,,,,,
1988-08-01,41.34,32.45,32.54,,,,,,,,,,,,,,,,,,,,,,,,,41.47,32.45,32.55,,,,,,,,,,,,
1988-09-01,41.84,32.45,32.54,,,,,,,,,,,,,,,,,,,,,,,,,41.81,32.45,32.54,,,,,,,,,,,,
1988-10-01,44.51,32.45,32.54,,,,,,,,,,,,,,,,,,,,,,,,,44.68,32.45,32.54,,,,,,,,,,,,
1988-11-01,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.0,0.0,,,,,,,,,,,,
1988-12-01,52.3,51.47,,,,,,,,,,,,,,,,,,,,,,,,,,52.31,51.47,0.0,,,,,,,,,,,,
1989-01-01,50.78,50.66,,,,,,,,,,,,,,,,,,,,,,,,,,50.82,50.51,0.0,,,,,,,,,,,,
1989-02-01,49.15,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,49.17,49.37,0.0,,,,,,,,,,,,
1989-03-01,47.79,48.81,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,48.68,0.0,,,,,,,,,,,,
1989-04-01,50.09,51.55,,,,,,,,,,,,,,,,,,,,,,,,,,50.11,51.52,0.0,,,,,,,,,,,,
1989-05-01,51.83,53.83,,,,,,,,,,,,,,,,,,,,,,,,,,51.87,53.68,0.0,,,,,,,,,,,,
1989-06-01,56.68,54.99,,,,,,,,,,,,,,,,,,,,,,,,,,56.68,54.99,0.0,,,,,,,,,,,,
1989-07-01,47.03,36.42,,,,,,,,,,,,,,,,,,,,,,,,,,47.78,36.42,0.0,,,,,,,,,,,,
1989-08-01,34.76,36.43,,,,,,,,,,,,,,,,,,,,,,,,,,34.86,36.14,0.0,,,,,,,,,,,,
1989-09-01,34.35,35.73,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,35.61,0.0,,,,,,,,,,,,
1989-10-01,37.92,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,37.87,38.0,0.0,,,,,,,,,,,,
1989-11-01,38.99,40.07,,,,,,,,,,,,,,,,,,,,,,,,,,38.79,40.09,0.0,,,,,,,,,,,,
1989-12-01,40.55,40.19,,,,,,,,,,,,,,,,,,,,,,,,,,40.43,39.74,0.0,,,,,,,,,,,,
1990-01-01,41.29,40.25,,,,,,,,,,,,,,,,,,,,,,,,,,41.22,40.27,0.0,0.0,,,,,,,,,,,
1990-02-01,45.2,43.03,,,,,,,,,,,,,,,,,,,,,,,,,,45.13,42.89,0.0,0.0,,,,,,,,,,,
1990-03-01,46.65,45.16,,,,,,,,,,,,,,,,,,,,,,,,,,46.71,45.21,0.0,0.0,,,,,,,,,,,
1990-04-01,44.64,44.32,,,,,,,,,,,,,,,,,,,,,,,,,,44.45,43.19,0.0,0.0,,,,,,,,,,,
1990-05-01,36.92,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,38.0,0.0,0.0,,,,,,,,,,,
1990-06-01,32.38,33.27,,,,,,,,,,,,,,,,,,,,,,,,,,32.39,33.21,0.0,0.0,,,,,,,,,,,
1990-07-01,30.66,31.76,32.34,,,,,,,,,,,,,,,,,,,,,,,,,30.25,32.48,32.48,0.0,,,,,,,,,,,
1990-08-01,29.72,30.54,31.42,,,,,,,,,,,,,,,,,,,,,,,,,29.74,30.52,31.37,0.0,,,,,,,,,,,
1990-09-01,30.14,31.54,31.85,,,,,,,,,,,,,,,,,,,,,,,,,30.15,31.57,31.83,0.0,,,,,,,,,,,
1990-10-01,28.7,30.34,30.9,,,,,,,,,,,,,,,,,,,,,,,,,29.84,30.1,30.14,0.0,,,,,,,,,,,
1990-11-01,24.82,26.29,25.32,25.57,,,,,,,,,,,,,,,,,,,,,,,,25.15,26.12,26.67,24.64,,,,,,,,,,,
1990-12-01,25.99,25.84,25.12,25.13,,,,,,,,,,,,,,,,,,,,,,,,25.94,26.06,25.08,25.12,,,,,,,,,,,
1991-01-01,23.64,23.93,23.93,24.61,,,,,,,,,,,,,,,,,,,,,,,,23.63,24.02,23.85,24.43,,,,,,,,,,,
1991-02-01,23.15,23.33,23.54,24.4,,,,,,,,,,,,,,,,,,,,,,,,23.2,23.31,23.51,24.36,,,,,,,,,,,
1991-03-01,22.04,22.51,22.5,23.0,,,,,,,,,,,,,,,,,,,,,,,,22.03,22.48,22.59,22.87,,,,,,,,,,,
1991-04-01,21.12,21.43,21.3,21.93,,,,,,,,,,,,,,,,,,,,,,,,21.36,21.5,21.42,21.92,,,,,,,,,,,
1991-05-01,19.77,20.15,20.16,20.06,,,,,,,,,,,,,,,,,,,,,,,,19.88,20.28,19.94,19.96,,,,,,,,,,,
1991-06-01,17.74,18.53,18.34,18.52,,,,,,,,,,,,,,,,,,,,,,,,17.68,18.28,18.2,18.53,,,,,,,,,,,
1991-07-01,18.47,18.64,18.74,18.38,,,,,,,,,,,,,,,,,,,,,,,,18.48,18.73,18.62,18.38,,,,,,,,,,,
1991-08-01,16.71,17.68,18.11,17.55,,,,,,,,,,,,,,,,,,,,,,,,16.68,17.62,18.09,17.47,,,,,,,,,,,
1991-09-01,17.55,18.72,19.01,17.95,,,,,,,,,,,,,,,,,,,,,,,,17.5,18.5,18.77,17.95,,,,,,,,,,,
1991-10-01,17.87,18.38,18.11,17.25,,,,,,,,,,,,,,,,,,,,,,,,17.85,18.4,18.11,17.23,,,,,,,,,,,
1991-11-01,16.62,17.24,16.91,16.62,,,,,,,,,,,,,,,,,,,,,,,,16.62,17.28,16.87,16.65,,,,,,,,,,,
1991-12-01,16.65,17.33,16.66,16.36,,,,,,,,,,,,,,,,,,,,,,,,16.64,17.35,16.69,16.34,,,,,,,,,,,
1992-01-01,15.31,15.84,15.6,15.71,,,,,,,,,,,,,,,,,,,,,,,,15.35,15.83,15.59,15.66,,,,,,,,,,,
1992-02-01,14.56,15.13,14.95,15.27,,,,,,,,,,,,,,,,,,,,,,,,14.49,15.12,14.93,15.32,,,,,,,,,,,
1992-03-01,11.84,11.73,11.72,12.36,,,,,,,,,,,,,,,,,,,,,,,,11.78,11.71,11.68,12.23,,,,,,,,,,,
1992-04-01,12.44,11.86,11.61,11.82,,,,,,,,,,,,,,,,,,,,,,,,12.47,11.89,11.61,11.82,,,,,,,,,,,
1992-05-01,13.6,13.1,12.78,12.99,,,,,,,,,,,,,,,,,,,,,,,,13.57,13.1,12.78,12.99,,,,,,,,,,,
1992-06-01,15.03,14.84,14.81,14.42,,,,,,,,,,,,,,,,,,,,,,,,15.09,14.78,14.74,14.42,,,,,,,,,,,
1992-07-01,16.23,16.99,16.94,16.5,,,,,,,,,,,,,,,,,,,,,,,,16.17,16.98,16.93,16.38,,,,,,,,,,,
1992-08-01,16.49,17.29,18.12,17.95,,,,,,,,,,,,,,,,,,,,,,,,16.9,17.31,18.18,17.95,,,,,,,,,,,
1992-09-01,17.54,18.63,18.94,19.26,,,,,,,,,,,,,,,,,,,,,,,,17.45,18.55,18.71,19.2,,,,,,,,,,,
1992-10-01,19.39,19.49,19.33,19.34,,,,,,,,,,,,,,,,,,,,,,,,19.38,19.46,19.33,19.34,,,,,,,,,,,
1992-11-01,18.15,18.23,18.35,18.7,,,,,,,,,,,,,,,,,,,,,,,,18.13,18.19,18.29,18.66,,,,,,,,,,,
1992-12-01,16.88,17.53,17.95,18.96,,,,,,,,,,,,,,,,,,,,,,,,16.84,17.38,17.88,18.94,,,,,,,,,,,
1993-01-01,16.72,18.3,18.21,18.99,,,,,,,,,,,,,,,,,,,,,,,,16.72,18.29,18.21,18.98,,,,,,,,,,,
1993-02-01,17.74,18.75,18.84,19.72,,,,,,,,,,,,,,,,,,,,,,,,17.75,18.71,18.33,19.66,,,,,,,,,,,
1993-03-01,17.47,17.98,18.14,18.84,,,,,,,,,,,,,,,,,,,,,,,,17.49,17.94,18.1,18.78,,,,,,,,,,,
1993-04-01,16.17,16.74,17.06,17.16,,,,,,,,,,,,,,,,,,,,,,,,16.15,16.73,17.18,17.02,,,,,,,,,,,
1993-05-01,15.04,16.34,16.96,16.74,,,,,,,,,,,,,,,,,,,,,,,,15.02,16.33,16.95,16.7,,,,,,,,,,,
1993-06-01,15.5,15.95,16.63,16.45,,,,,,,,,,,,,,,,,,,,,,,,15.5,15.94,16.55,16.34,,,,,,,,,,,
1993-07-01,13.85,14.73,14.89,14.74,,,,,,,,,,,,,,,,,,,,,,,,13.82,14.66,14.86,14.72,,,,,,,,,,,
1993-08-01,13.68,14.1,14.29,13.99,,,,,,,,,,,,,,,,,,,,,,,,13.66,14.08,14.26,13.95,,,,,,,,,,,
1993-09-01,13.71,14.12,13.88,13.41,,,,,,,,,,,,,,,,,,,,,,,,13.7,14.09,13.86,13.38,,,,,,,,,,,
1993-10-01,13.13,13.55,13.49,13.2,,,,,,,,,,,,,,,,,,,,,,,,13.09,13.52,13.44,13.17,,,,,,,,,,,
1993-11-01,14.38,13.72,12.91,12.37,,,,,,,,,,,,,,,,,,,,,,,,14.35,13.67,12.89,12.33,,,,,,,,,,,
1993-12-01,11.78,11.71,11.38,11.03,,,,,,,,,,,,,,,,,,,,,,,,11.78,11.69,11.37,11.03,,,,,,,,,,,
1994-01-01,10.52,10.75,10.77,10.72,0.11,,,,,,,,,,,,,,,,,,,,,,,10.52,10.75,10.78,10.72,0.11,,,,,,,,,,
1994-02-01,9.45,9.8,10.29,10.53,-0.06,,,,,,,,,,,,,,,,,,,,,,,9.45,9.8,10.29,10.53,-0.06,,,,,,,,,,
1994-03-01,9.73,10.31,11.29,11.37,-0.04,,,,,,,,,,,,,,,,,,,,,,,9.73,10.31,11.29,11.37,-0.04,,,,,,,,,,
1994-04-01,15.79,15.92,15.62,15.16,0.0,,,,,,,,,,,,,,,,,,,,,,,15.74,15.75,15.49,15.0,0.0,,,,,,,,,,
1994-05-01,16.36,17.44,16.4,16.41,-0.33,,,,,,,,,,,,,,,,,,,,,,,16.32,17.43,16.37,16.42,-0.33,,,,,,,,,,
1994-06-01,16.18,16.74,15.82,15.57,0.0,,,,,,,,,,,,,,,,,,,,,,,16.19,16.66,15.8,15.55,0.0,,,,,,,,,,
1994-07-01,17.07,17.38,17.01,16.33,-0.31,,,,,,,,,,,,,,,,,,,,,,,16.93,17.29,17.02,16.33,-0.31,,,,,,,,,,
1994-08-01,14.46,14.76,14.06,13.41,-0.52,,,,,,,,,,,,,,,,,,,,,,,14.06,14.28,13.67,13.04,-0.52,,,,,,,,,,
1994-09-01,13.76,14.15,13.81,13.39,0.0,,,,,,,,,,,,,,,,,,,,,,,13.8,14.22,13.86,13.4,0.0,,,,,,,,,,
1994-10-01,13.6,13.98,14.03,13.63,0.0,,,,,,,,,,,,,,,,,,,,,,,13.61,13.98,14.03,13.63,0.0,,,,,,,,,,
1994-11-01,13.74,14.54,14.5,14.28,0.0,,,,,,,,,,,,,,,,,,,,,,,13.74,14.54,14.49,14.26,0.0,,,,,,,,,,
1994-12-01,18.51,19.62,15.24,15.12,0.0,,,,,,,,,,,,,,,,,,,,,,,20.07,19.31,15.24,15.12,0.0,,,,,,,,,,
1995-01-01,37.25,39.23,34.34,35.48,2.24,,,,,,,,,,,,,,,,,,,,,,,37.73,39.26,35.02,36.43,2.2,,,,,,,,,,
1995-02-01,41.69,41.65,37.72,36.19,1.86,,,,,,,,,,,,,,,,,,,,,,,41.23,39.54,36.53,35.71,2.03,,,,,,,,,,
1995-03-01,69.54,71.2,54.5,48.02,4.3,,,,,,,,,,,,,,,,,,,,,,,70.55,68.38,52.14,47.19,4.97,,,,,,,,,,
1995-04-01,74.75,71.5,,,4.15,,,,,,,,,,,,,,,,,,,,,,,74.84,71.24,0.0,0.0,4.28,,,,,,,,,,
1995-05-01,59.17,54.71,48.96,,2.25,,,,,,,,,,,,,,,,,,,,,,,58.41,54.31,48.94,0.0,2.27,,,,,,,,,,
1995-06-01,47.25,47.31,46.7,,1.94,,,,,,,,,,,,,,,,,,,,,,,47.25,47.32,46.46,0.0,1.99,,,,,,,,,,
1995-07-01,40.94,39.72,40.01,37.11,1.44,,,,,,,,,,,,,,,,,,,,,,,40.96,39.68,39.97,37.11,1.44,,,,,,,,,,
1995-08-01,35.14,35.88,36.62,36.6,1.07,,,,,,,,,,,,,,,,,,,,,,,35.13,35.9,36.61,36.58,1.07,,,,,,,,,,
